DS,rep,clf,optimal,biased,method,augmented_acc,added_points
Shuttle,4,RF,0.9974137931034482,0.8232758620689655,Imitate,0.3431034482758621,824
Shuttle,4,RF,0.9974137931034482,0.8232758620689655,Mimic (ours),0.5379310344827586,706
Shuttle,5,DT,0.9991379310344828,0.8370689655172414,GMM,0.8370689655172414,0
Shuttle,5,DT,0.9991379310344828,0.8370689655172414,Imitate,0.3603448275862069,1108
Shuttle,5,DT,0.9991379310344828,0.8370689655172414,Mimic (ours),0.8370689655172414,0
Shuttle,5,SVM,0.9801724137931035,0.48879310344827587,GMM,0.48879310344827587,0
Shuttle,5,SVM,0.9801724137931035,0.48879310344827587,Imitate,0.41810344827586204,1108
Shuttle,5,SVM,0.9801724137931035,0.48879310344827587,Mimic (ours),0.48879310344827587,0
Shuttle,5,RF,0.9991379310344828,0.8370689655172414,GMM,0.8017241379310345,0
Shuttle,5,RF,0.9991379310344828,0.8370689655172414,Imitate,0.3310344827586207,1108
Shuttle,5,RF,0.9991379310344828,0.8370689655172414,Mimic (ours),0.8370689655172414,0
Shuttle,6,DT,1.0,0.8275862068965517,GMM,0.8275862068965517,0
Shuttle,6,DT,1.0,0.8275862068965517,Imitate,0.4224137931034483,1394
Shuttle,6,DT,1.0,0.8275862068965517,Mimic (ours),0.3232758620689655,647
Shuttle,6,SVM,0.9818965517241379,0.503448275862069,GMM,0.503448275862069,0
Shuttle,6,SVM,0.9818965517241379,0.503448275862069,Imitate,0.421551724137931,1394
Shuttle,6,SVM,0.9818965517241379,0.503448275862069,Mimic (ours),0.4387931034482759,647
Shuttle,6,RF,0.9991379310344828,0.8146551724137931,GMM,0.4991379310344828,0
Shuttle,6,RF,0.9991379310344828,0.8146551724137931,Imitate,0.3586206896551724,1394
Shuttle,6,RF,0.9991379310344828,0.8146551724137931,Mimic (ours),0.32413793103448274,647
Shuttle,7,DT,0.9991379310344828,0.8258620689655173,GMM,0.8258620689655173,0
Shuttle,7,DT,0.9991379310344828,0.8258620689655173,Imitate,0.3422413793103448,539
Shuttle,7,DT,0.9991379310344828,0.8258620689655173,Mimic (ours),0.8258620689655173,0
Shuttle,7,SVM,0.9870689655172413,0.45,GMM,0.45,0
Shuttle,7,SVM,0.9870689655172413,0.45,Imitate,0.4586206896551724,539
Shuttle,7,SVM,0.9870689655172413,0.45,Mimic (ours),0.45,0
Shuttle,7,RF,0.9982758620689656,0.8258620689655173,GMM,0.8258620689655173,0
Shuttle,7,RF,0.9982758620689656,0.8258620689655173,Imitate,0.33620689655172414,539
Shuttle,7,RF,0.9982758620689656,0.8258620689655173,Mimic (ours),0.7879310344827586,0
Shuttle,0,DT,0.9982758620689656,0.8086206896551724,GMM,0.8086206896551724,0
Shuttle,0,DT,0.9982758620689656,0.8086206896551724,Imitate,0.49137931034482757,1114
Shuttle,0,DT,0.9982758620689656,0.8086206896551724,Mimic (ours),0.8086206896551724,0
Shuttle,0,SVM,0.9896551724137931,0.43448275862068964,GMM,0.43448275862068964,0
Shuttle,0,SVM,0.9896551724137931,0.43448275862068964,Imitate,0.35258620689655173,1114
Shuttle,0,SVM,0.9896551724137931,0.43448275862068964,Mimic (ours),0.43448275862068964,0
Shuttle,0,RF,0.9982758620689656,0.4698275862068966,GMM,0.8025862068965517,0
Shuttle,0,RF,0.9982758620689656,0.4698275862068966,Imitate,0.31810344827586207,1114
Shuttle,0,RF,0.9982758620689656,0.4698275862068966,Mimic (ours),0.8086206896551724,0
Shuttle,1,DT,0.9982758620689656,0.825,GMM,0.825,0
Shuttle,1,DT,0.9982758620689656,0.825,Imitate,0.3112068965517241,725
Shuttle,1,DT,0.9982758620689656,0.825,Mimic (ours),0.8068965517241379,706
Shuttle,1,SVM,0.9862068965517241,0.4379310344827586,GMM,0.4379310344827586,0
Shuttle,1,SVM,0.9862068965517241,0.4379310344827586,Imitate,0.3775862068965517,725
Shuttle,1,SVM,0.9862068965517241,0.4379310344827586,Mimic (ours),0.3603448275862069,706
Shuttle,1,RF,1.0,0.825,GMM,0.7344827586206897,0
Shuttle,1,RF,1.0,0.825,Imitate,0.3129310344827586,725
Shuttle,1,RF,1.0,0.825,Mimic (ours),0.35258620689655173,706
Vertebral Column,0,DT,0.8548387096774194,0.6935483870967742,GMM,0.6774193548387096,5
Vertebral Column,0,DT,0.8548387096774194,0.6935483870967742,Imitate,0.6451612903225806,72
Vertebral Column,0,DT,0.8548387096774194,0.6935483870967742,Mimic (ours),0.5967741935483871,10
Vertebral Column,0,SVM,0.7741935483870968,0.46774193548387094,GMM,0.45161290322580644,5
Vertebral Column,0,SVM,0.7741935483870968,0.46774193548387094,Imitate,0.5161290322580645,72
Vertebral Column,0,SVM,0.7741935483870968,0.46774193548387094,Mimic (ours),0.43548387096774194,10
Vertebral Column,0,RF,0.8064516129032258,0.6774193548387096,GMM,0.5645161290322581,5
Vertebral Column,0,RF,0.8064516129032258,0.6774193548387096,Imitate,0.6451612903225806,72
Vertebral Column,0,RF,0.8064516129032258,0.6774193548387096,Mimic (ours),0.5483870967741935,10
Vertebral Column,1,DT,0.8225806451612904,0.6774193548387096,GMM,0.6612903225806451,20
Vertebral Column,1,DT,0.8225806451612904,0.6774193548387096,Imitate,0.6774193548387096,20
Vertebral Column,1,DT,0.8225806451612904,0.6774193548387096,Mimic (ours),0.46774193548387094,23
Vertebral Column,1,SVM,0.8548387096774194,0.5645161290322581,GMM,0.2903225806451613,20
Vertebral Column,1,SVM,0.8548387096774194,0.5645161290322581,Imitate,0.3064516129032258,20
Vertebral Column,1,SVM,0.8548387096774194,0.5645161290322581,Mimic (ours),0.41935483870967744,23
Vertebral Column,1,RF,0.8064516129032258,0.6451612903225806,GMM,0.5,20
Vertebral Column,1,RF,0.8064516129032258,0.6451612903225806,Imitate,0.7741935483870968,20
Vertebral Column,1,RF,0.8064516129032258,0.6451612903225806,Mimic (ours),0.46774193548387094,23
Vertebral Column,2,DT,0.8225806451612904,0.3548387096774194,GMM,0.4838709677419355,6
Vertebral Column,2,DT,0.8225806451612904,0.3548387096774194,Imitate,0.6451612903225806,14
Vertebral Column,2,DT,0.8225806451612904,0.3548387096774194,Mimic (ours),0.6612903225806451,22
Vertebral Column,2,SVM,0.8709677419354839,0.5645161290322581,GMM,0.46774193548387094,6
Vertebral Column,2,SVM,0.8709677419354839,0.5645161290322581,Imitate,0.5967741935483871,14
Vertebral Column,2,SVM,0.8709677419354839,0.5645161290322581,Mimic (ours),0.5967741935483871,22
Vertebral Column,2,RF,0.8225806451612904,0.5483870967741935,GMM,0.5161290322580645,6
Vertebral Column,2,RF,0.8225806451612904,0.5483870967741935,Imitate,0.6612903225806451,14
Vertebral Column,2,RF,0.8225806451612904,0.5483870967741935,Mimic (ours),0.6612903225806451,22
Vertebral Column,3,DT,0.7741935483870968,0.4032258064516129,GMM,0.3870967741935484,9
Vertebral Column,3,DT,0.7741935483870968,0.4032258064516129,Imitate,0.5,19
Vertebral Column,3,DT,0.7741935483870968,0.4032258064516129,Mimic (ours),0.3870967741935484,6
Vertebral Column,3,SVM,0.8709677419354839,0.4838709677419355,GMM,0.5,9
Vertebral Column,3,SVM,0.8709677419354839,0.4838709677419355,Imitate,0.46774193548387094,19
Vertebral Column,3,SVM,0.8709677419354839,0.4838709677419355,Mimic (ours),0.4838709677419355,6
Vertebral Column,3,RF,0.8225806451612904,0.3870967741935484,GMM,0.3870967741935484,9
Vertebral Column,3,RF,0.8225806451612904,0.3870967741935484,Imitate,0.3870967741935484,19
Vertebral Column,3,RF,0.8225806451612904,0.3870967741935484,Mimic (ours),0.3548387096774194,6
Vertebral Column,4,DT,0.8064516129032258,0.7419354838709677,GMM,0.7741935483870968,9
Vertebral Column,4,DT,0.8064516129032258,0.7419354838709677,Imitate,0.45161290322580644,24
Vertebral Column,4,DT,0.8064516129032258,0.7419354838709677,Mimic (ours),0.8870967741935484,27
Vertebral Column,4,SVM,0.8225806451612904,0.6451612903225806,GMM,0.6290322580645161,9
Vertebral Column,4,SVM,0.8225806451612904,0.6451612903225806,Imitate,0.6129032258064516,24
Vertebral Column,4,SVM,0.8225806451612904,0.6451612903225806,Mimic (ours),0.7419354838709677,27
Vertebral Column,4,RF,0.7903225806451613,0.7580645161290323,GMM,0.7741935483870968,9
Vertebral Column,4,RF,0.7903225806451613,0.7580645161290323,Imitate,0.5645161290322581,24
Vertebral Column,4,RF,0.7903225806451613,0.7580645161290323,Mimic (ours),0.8548387096774194,27
Vertebral Column,5,DT,0.7580645161290323,0.6774193548387096,GMM,0.5161290322580645,21
Vertebral Column,5,DT,0.7580645161290323,0.6774193548387096,Imitate,0.6129032258064516,68
Vertebral Column,5,DT,0.7580645161290323,0.6774193548387096,Mimic (ours),0.6774193548387096,9
Vertebral Column,5,SVM,0.8225806451612904,0.46774193548387094,GMM,0.3064516129032258,21
Vertebral Column,5,SVM,0.8225806451612904,0.46774193548387094,Imitate,0.5967741935483871,68
Vertebral Column,5,SVM,0.8225806451612904,0.46774193548387094,Mimic (ours),0.3870967741935484,9
Vertebral Column,5,RF,0.8225806451612904,0.6290322580645161,GMM,0.4032258064516129,21
Vertebral Column,5,RF,0.8225806451612904,0.6290322580645161,Imitate,0.6129032258064516,68
Vertebral Column,5,RF,0.8225806451612904,0.6290322580645161,Mimic (ours),0.532258064516129,9
Vertebral Column,6,DT,0.8225806451612904,0.6935483870967742,GMM,0.6451612903225806,12
Vertebral Column,6,DT,0.8225806451612904,0.6935483870967742,Imitate,0.3709677419354839,31
Vertebral Column,6,DT,0.8225806451612904,0.6935483870967742,Mimic (ours),0.7096774193548387,14
Vertebral Column,6,SVM,0.8548387096774194,0.3548387096774194,GMM,0.3548387096774194,12
Vertebral Column,6,SVM,0.8548387096774194,0.3548387096774194,Imitate,0.3548387096774194,31
Vertebral Column,6,SVM,0.8548387096774194,0.3548387096774194,Mimic (ours),0.3064516129032258,14
Vertebral Column,6,RF,0.8225806451612904,0.5806451612903226,GMM,0.43548387096774194,12
Vertebral Column,6,RF,0.8225806451612904,0.5806451612903226,Imitate,0.2903225806451613,31
Vertebral Column,6,RF,0.8225806451612904,0.5806451612903226,Mimic (ours),0.3709677419354839,14
Vertebral Column,7,DT,0.7258064516129032,0.4032258064516129,GMM,0.46774193548387094,13
Vertebral Column,7,DT,0.7258064516129032,0.4032258064516129,Imitate,0.3709677419354839,43
Vertebral Column,7,DT,0.7258064516129032,0.4032258064516129,Mimic (ours),0.46774193548387094,3
Vertebral Column,7,SVM,0.7741935483870968,0.3387096774193548,GMM,0.27419354838709675,13
Vertebral Column,7,SVM,0.7741935483870968,0.3387096774193548,Imitate,0.1774193548387097,43
Vertebral Column,7,SVM,0.7741935483870968,0.3387096774193548,Mimic (ours),0.27419354838709675,3
Vertebral Column,7,RF,0.7741935483870968,0.3225806451612903,GMM,0.3870967741935484,13
Vertebral Column,7,RF,0.7741935483870968,0.3225806451612903,Imitate,0.2903225806451613,43
Vertebral Column,7,RF,0.7741935483870968,0.3225806451612903,Mimic (ours),0.3548387096774194,3
Vertebral Column,8,DT,0.7741935483870968,0.46774193548387094,GMM,0.43548387096774194,36
Vertebral Column,8,DT,0.7741935483870968,0.46774193548387094,Imitate,0.7096774193548387,34
Vertebral Column,8,DT,0.7741935483870968,0.46774193548387094,Mimic (ours),0.6612903225806451,49
Vertebral Column,8,SVM,0.8064516129032258,0.5,GMM,0.3387096774193548,36
Vertebral Column,8,SVM,0.8064516129032258,0.5,Imitate,0.5161290322580645,34
Vertebral Column,8,SVM,0.8064516129032258,0.5,Mimic (ours),0.43548387096774194,49
Vertebral Column,8,RF,0.8064516129032258,0.4838709677419355,GMM,0.46774193548387094,36
Vertebral Column,8,RF,0.8064516129032258,0.4838709677419355,Imitate,0.5806451612903226,34
Vertebral Column,8,RF,0.8064516129032258,0.4838709677419355,Mimic (ours),0.5645161290322581,49
Vertebral Column,9,DT,0.7580645161290323,0.7096774193548387,GMM,0.5806451612903226,24
Vertebral Column,9,DT,0.7580645161290323,0.7096774193548387,Imitate,0.8225806451612904,38
Vertebral Column,9,DT,0.7580645161290323,0.7096774193548387,Mimic (ours),0.5645161290322581,0
Vertebral Column,9,SVM,0.8064516129032258,0.4838709677419355,GMM,0.3387096774193548,24
Vertebral Column,9,SVM,0.8064516129032258,0.4838709677419355,Imitate,0.45161290322580644,38
Vertebral Column,9,SVM,0.8064516129032258,0.4838709677419355,Mimic (ours),0.4838709677419355,0
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,GMM,0.46774193548387094,24
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,Imitate,0.5806451612903226,38
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,Mimic (ours),0.532258064516129,0
Vertebral Column,0,DT,0.8225806451612904,0.5967741935483871,GMM,0.5,22
Vertebral Column,0,DT,0.8225806451612904,0.5967741935483871,Imitate,0.3548387096774194,32
Vertebral Column,0,DT,0.8225806451612904,0.5967741935483871,Mimic (ours),0.5161290322580645,18
Vertebral Column,0,SVM,0.8225806451612904,0.3870967741935484,GMM,0.24193548387096775,22
Vertebral Column,0,SVM,0.8225806451612904,0.3870967741935484,Imitate,0.22580645161290322,32
Vertebral Column,0,SVM,0.8225806451612904,0.3870967741935484,Mimic (ours),0.3548387096774194,18
Vertebral Column,0,RF,0.8225806451612904,0.3387096774193548,GMM,0.3709677419354839,22
Vertebral Column,0,RF,0.8225806451612904,0.3387096774193548,Imitate,0.43548387096774194,32
Vertebral Column,0,RF,0.8225806451612904,0.3387096774193548,Mimic (ours),0.3225806451612903,18
Vertebral Column,1,DT,0.8548387096774194,0.6290322580645161,GMM,0.6774193548387096,15
Vertebral Column,1,DT,0.8548387096774194,0.6290322580645161,Imitate,0.46774193548387094,19
Vertebral Column,1,DT,0.8548387096774194,0.6290322580645161,Mimic (ours),0.7419354838709677,5
Vertebral Column,1,SVM,0.8709677419354839,0.4838709677419355,GMM,0.43548387096774194,15
Vertebral Column,1,SVM,0.8709677419354839,0.4838709677419355,Imitate,0.3387096774193548,19
Vertebral Column,1,SVM,0.8709677419354839,0.4838709677419355,Mimic (ours),0.5161290322580645,5
Vertebral Column,1,RF,0.9032258064516129,0.4838709677419355,GMM,0.6290322580645161,15
Vertebral Column,1,RF,0.9032258064516129,0.4838709677419355,Imitate,0.4032258064516129,19
Vertebral Column,1,RF,0.9032258064516129,0.4838709677419355,Mimic (ours),0.6774193548387096,5
Vertebral Column,2,DT,0.8064516129032258,0.4838709677419355,GMM,0.41935483870967744,9
Vertebral Column,2,DT,0.8064516129032258,0.4838709677419355,Imitate,0.4032258064516129,28
Vertebral Column,2,DT,0.8064516129032258,0.4838709677419355,Mimic (ours),0.43548387096774194,10
Vertebral Column,2,SVM,0.8387096774193549,0.45161290322580644,GMM,0.4838709677419355,9
Vertebral Column,2,SVM,0.8387096774193549,0.45161290322580644,Imitate,0.3387096774193548,28
Vertebral Column,2,SVM,0.8387096774193549,0.45161290322580644,Mimic (ours),0.46774193548387094,10
Vertebral Column,2,RF,0.8387096774193549,0.3870967741935484,GMM,0.41935483870967744,9
Vertebral Column,2,RF,0.8387096774193549,0.3870967741935484,Imitate,0.3709677419354839,28
Vertebral Column,2,RF,0.8387096774193549,0.3870967741935484,Mimic (ours),0.4032258064516129,10
Vertebral Column,3,DT,0.8548387096774194,0.7419354838709677,GMM,0.5645161290322581,6
Vertebral Column,3,DT,0.8548387096774194,0.7419354838709677,Imitate,0.45161290322580644,25
Vertebral Column,3,DT,0.8548387096774194,0.7419354838709677,Mimic (ours),0.6451612903225806,24
Vertebral Column,3,SVM,0.8548387096774194,0.532258064516129,GMM,0.4838709677419355,6
Vertebral Column,3,SVM,0.8548387096774194,0.532258064516129,Imitate,0.5161290322580645,25
Vertebral Column,3,SVM,0.8548387096774194,0.532258064516129,Mimic (ours),0.6129032258064516,24
Vertebral Column,3,RF,0.8225806451612904,0.6612903225806451,GMM,0.6290322580645161,6
Vertebral Column,3,RF,0.8225806451612904,0.6612903225806451,Imitate,0.6290322580645161,25
Vertebral Column,3,RF,0.8225806451612904,0.6612903225806451,Mimic (ours),0.7096774193548387,24
Vertebral Column,4,DT,0.8548387096774194,0.6774193548387096,GMM,0.6451612903225806,18
Vertebral Column,4,DT,0.8548387096774194,0.6774193548387096,Imitate,0.3387096774193548,31
Vertebral Column,4,DT,0.8548387096774194,0.6774193548387096,Mimic (ours),0.6290322580645161,21
Vertebral Column,4,SVM,0.9032258064516129,0.46774193548387094,GMM,0.2903225806451613,18
Vertebral Column,4,SVM,0.9032258064516129,0.46774193548387094,Imitate,0.3870967741935484,31
Vertebral Column,4,SVM,0.9032258064516129,0.46774193548387094,Mimic (ours),0.3870967741935484,21
Vertebral Column,4,RF,0.8870967741935484,0.5483870967741935,GMM,0.43548387096774194,18
Vertebral Column,4,RF,0.8870967741935484,0.5483870967741935,Imitate,0.45161290322580644,31
Vertebral Column,4,RF,0.8870967741935484,0.5483870967741935,Mimic (ours),0.41935483870967744,21
Vertebral Column,5,DT,0.7419354838709677,0.6129032258064516,GMM,0.6451612903225806,8
Vertebral Column,5,DT,0.7419354838709677,0.6129032258064516,Imitate,0.7096774193548387,22
Vertebral Column,5,DT,0.7419354838709677,0.6129032258064516,Mimic (ours),0.6451612903225806,30
Vertebral Column,5,SVM,0.7580645161290323,0.5161290322580645,GMM,0.5,8
Vertebral Column,5,SVM,0.7580645161290323,0.5161290322580645,Imitate,0.46774193548387094,22
Vertebral Column,5,SVM,0.7580645161290323,0.5161290322580645,Mimic (ours),0.46774193548387094,30
Vertebral Column,5,RF,0.7258064516129032,0.6129032258064516,GMM,0.5483870967741935,8
Vertebral Column,5,RF,0.7258064516129032,0.6129032258064516,Imitate,0.5645161290322581,22
Vertebral Column,5,RF,0.7258064516129032,0.6129032258064516,Mimic (ours),0.6612903225806451,30
Vertebral Column,6,DT,0.7903225806451613,0.7419354838709677,GMM,0.7096774193548387,21
Vertebral Column,6,DT,0.7903225806451613,0.7419354838709677,Imitate,0.7258064516129032,24
Vertebral Column,6,DT,0.7903225806451613,0.7419354838709677,Mimic (ours),0.6290322580645161,9
Vertebral Column,6,SVM,0.8064516129032258,0.5161290322580645,GMM,0.5,21
Vertebral Column,6,SVM,0.8064516129032258,0.5161290322580645,Imitate,0.532258064516129,24
Vertebral Column,6,SVM,0.8064516129032258,0.5161290322580645,Mimic (ours),0.41935483870967744,9
Vertebral Column,6,RF,0.8225806451612904,0.6451612903225806,GMM,0.5806451612903226,21
Vertebral Column,6,RF,0.8225806451612904,0.6451612903225806,Imitate,0.6451612903225806,24
Vertebral Column,6,RF,0.8225806451612904,0.6451612903225806,Mimic (ours),0.6290322580645161,9
Vertebral Column,7,DT,0.8548387096774194,0.6290322580645161,GMM,0.5483870967741935,24
Vertebral Column,7,DT,0.8548387096774194,0.6290322580645161,Imitate,0.6612903225806451,20
Vertebral Column,7,DT,0.8548387096774194,0.6290322580645161,Mimic (ours),0.6290322580645161,10
Vertebral Column,7,SVM,0.8548387096774194,0.6290322580645161,GMM,0.5806451612903226,24
Vertebral Column,7,SVM,0.8548387096774194,0.6290322580645161,Imitate,0.5161290322580645,20
Vertebral Column,7,SVM,0.8548387096774194,0.6290322580645161,Mimic (ours),0.6129032258064516,10
Vertebral Column,7,RF,0.8387096774193549,0.6935483870967742,GMM,0.6290322580645161,24
Vertebral Column,7,RF,0.8387096774193549,0.6935483870967742,Imitate,0.6290322580645161,20
Vertebral Column,7,RF,0.8387096774193549,0.6935483870967742,Mimic (ours),0.6935483870967742,10
Vertebral Column,8,DT,0.7903225806451613,0.3870967741935484,GMM,0.45161290322580644,19
Vertebral Column,8,DT,0.7903225806451613,0.3870967741935484,Imitate,0.4032258064516129,23
Vertebral Column,8,DT,0.7903225806451613,0.3870967741935484,Mimic (ours),0.6774193548387096,20
Vertebral Column,8,SVM,0.8870967741935484,0.46774193548387094,GMM,0.43548387096774194,19
Vertebral Column,8,SVM,0.8870967741935484,0.46774193548387094,Imitate,0.3709677419354839,23
Vertebral Column,8,SVM,0.8870967741935484,0.46774193548387094,Mimic (ours),0.5161290322580645,20
Vertebral Column,8,RF,0.8548387096774194,0.4032258064516129,GMM,0.4838709677419355,19
Vertebral Column,8,RF,0.8548387096774194,0.4032258064516129,Imitate,0.4838709677419355,23
Vertebral Column,8,RF,0.8548387096774194,0.4032258064516129,Mimic (ours),0.6774193548387096,20
Vertebral Column,9,DT,0.8548387096774194,0.5645161290322581,GMM,0.4838709677419355,8
Vertebral Column,9,DT,0.8548387096774194,0.5645161290322581,Imitate,0.5483870967741935,24
Vertebral Column,9,DT,0.8548387096774194,0.5645161290322581,Mimic (ours),0.5483870967741935,6
Vertebral Column,9,SVM,0.8387096774193549,0.5806451612903226,GMM,0.5483870967741935,8
Vertebral Column,9,SVM,0.8387096774193549,0.5806451612903226,Imitate,0.4838709677419355,24
Vertebral Column,9,SVM,0.8387096774193549,0.5806451612903226,Mimic (ours),0.5161290322580645,6
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,GMM,0.5967741935483871,8
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,Imitate,0.4838709677419355,24
Vertebral Column,9,RF,0.8387096774193549,0.5483870967741935,Mimic (ours),0.6129032258064516,6
Banknote,0,DT,0.9963636363636363,0.7127272727272728,GMM,0.7090909090909091,95
Banknote,0,DT,0.9963636363636363,0.7127272727272728,Imitate,0.7054545454545454,202
Banknote,0,DT,0.9963636363636363,0.7127272727272728,Mimic (ours),0.7127272727272728,108
Banknote,0,SVM,0.9890909090909091,0.7490909090909091,GMM,0.7418181818181818,95
Banknote,0,SVM,0.9890909090909091,0.7490909090909091,Imitate,0.7236363636363636,202
Banknote,0,SVM,0.9890909090909091,0.7490909090909091,Mimic (ours),0.7527272727272727,108
Banknote,0,RF,1.0,0.730909090909091,GMM,0.7236363636363636,95
Banknote,0,RF,1.0,0.730909090909091,Imitate,0.7018181818181818,202
Banknote,0,RF,1.0,0.730909090909091,Mimic (ours),0.7418181818181818,108
Banknote,1,DT,0.9854545454545455,0.6654545454545454,GMM,0.6945454545454546,153
Banknote,1,DT,0.9854545454545455,0.6654545454545454,Imitate,0.6654545454545454,244
Banknote,1,DT,0.9854545454545455,0.6654545454545454,Mimic (ours),0.7927272727272727,194
Banknote,1,SVM,0.9927272727272727,0.7272727272727273,GMM,0.7236363636363636,153
Banknote,1,SVM,0.9927272727272727,0.7272727272727273,Imitate,0.7454545454545455,244
Banknote,1,SVM,0.9927272727272727,0.7272727272727273,Mimic (ours),0.7381818181818182,194
Banknote,1,RF,0.9927272727272727,0.7163636363636363,GMM,0.6872727272727273,153
Banknote,1,RF,0.9927272727272727,0.7163636363636363,Imitate,0.6836363636363636,244
Banknote,1,RF,0.9927272727272727,0.7163636363636363,Mimic (ours),0.7418181818181818,194
Banknote,2,DT,0.9963636363636363,0.7527272727272727,GMM,0.7345454545454545,85
Banknote,2,DT,0.9963636363636363,0.7527272727272727,Imitate,0.7381818181818182,198
Banknote,2,DT,0.9963636363636363,0.7527272727272727,Mimic (ours),0.8436363636363636,131
Banknote,2,SVM,0.9890909090909091,0.8181818181818182,GMM,0.7890909090909091,85
Banknote,2,SVM,0.9890909090909091,0.8181818181818182,Imitate,0.8327272727272728,198
Banknote,2,SVM,0.9890909090909091,0.8181818181818182,Mimic (ours),0.8181818181818182,131
Banknote,2,RF,0.9963636363636363,0.7563636363636363,GMM,0.7454545454545455,85
Banknote,2,RF,0.9963636363636363,0.7563636363636363,Imitate,0.7272727272727273,198
Banknote,2,RF,0.9963636363636363,0.7563636363636363,Mimic (ours),0.7709090909090909,131
Banknote,3,DT,0.9854545454545455,0.6836363636363636,GMM,0.6545454545454545,55
Banknote,3,DT,0.9854545454545455,0.6836363636363636,Imitate,0.6581818181818182,236
Banknote,3,DT,0.9854545454545455,0.6836363636363636,Mimic (ours),0.6945454545454546,211
Banknote,3,SVM,0.9963636363636363,0.7163636363636363,GMM,0.72,55
Banknote,3,SVM,0.9963636363636363,0.7163636363636363,Imitate,0.7054545454545454,236
Banknote,3,SVM,0.9963636363636363,0.7163636363636363,Mimic (ours),0.730909090909091,211
Banknote,3,RF,0.9927272727272727,0.7090909090909091,GMM,0.68,55
Banknote,3,RF,0.9927272727272727,0.7090909090909091,Imitate,0.6763636363636364,236
Banknote,3,RF,0.9927272727272727,0.7090909090909091,Mimic (ours),0.6909090909090909,211
Banknote,4,DT,0.9854545454545455,0.7163636363636363,GMM,0.6872727272727273,87
Banknote,4,DT,0.9854545454545455,0.7163636363636363,Imitate,0.7345454545454545,200
Banknote,4,DT,0.9854545454545455,0.7163636363636363,Mimic (ours),0.7163636363636363,184
Banknote,4,SVM,0.9963636363636363,0.76,GMM,0.76,87
Banknote,4,SVM,0.9963636363636363,0.76,Imitate,0.7672727272727272,200
Banknote,4,SVM,0.9963636363636363,0.76,Mimic (ours),0.7636363636363637,184
Banknote,4,RF,0.9890909090909091,0.7490909090909091,GMM,0.7345454545454545,87
Banknote,4,RF,0.9890909090909091,0.7490909090909091,Imitate,0.7418181818181818,200
Banknote,4,RF,0.9890909090909091,0.7490909090909091,Mimic (ours),0.7454545454545455,184
Banknote,5,DT,0.9745454545454545,0.7127272727272728,GMM,0.6981818181818182,100
Banknote,5,DT,0.9745454545454545,0.7127272727272728,Imitate,0.7272727272727273,250
Banknote,5,DT,0.9745454545454545,0.7127272727272728,Mimic (ours),0.6981818181818182,158
Banknote,5,SVM,0.9963636363636363,0.7236363636363636,GMM,0.72,100
Banknote,5,SVM,0.9963636363636363,0.7236363636363636,Imitate,0.7490909090909091,250
Banknote,5,SVM,0.9963636363636363,0.7236363636363636,Mimic (ours),0.7236363636363636,158
Banknote,5,RF,0.9963636363636363,0.7127272727272728,GMM,0.7054545454545454,100
Banknote,5,RF,0.9963636363636363,0.7127272727272728,Imitate,0.7090909090909091,250
Banknote,5,RF,0.9963636363636363,0.7127272727272728,Mimic (ours),0.7018181818181818,158
Banknote,6,DT,0.9927272727272727,0.6945454545454546,GMM,0.7127272727272728,166
Banknote,6,DT,0.9927272727272727,0.6945454545454546,Imitate,0.7345454545454545,234
Banknote,6,DT,0.9927272727272727,0.6945454545454546,Mimic (ours),0.7672727272727272,216
Banknote,6,SVM,1.0,0.6945454545454546,GMM,0.6945454545454546,166
Banknote,6,SVM,1.0,0.6945454545454546,Imitate,0.6945454545454546,234
Banknote,6,SVM,1.0,0.6945454545454546,Mimic (ours),0.7163636363636363,216
Banknote,6,RF,0.9890909090909091,0.6872727272727273,GMM,0.6872727272727273,166
Banknote,6,RF,0.9890909090909091,0.6872727272727273,Imitate,0.6909090909090909,234
Banknote,6,RF,0.9890909090909091,0.6872727272727273,Mimic (ours),0.7054545454545454,216
Banknote,7,DT,0.9818181818181818,0.6618181818181819,GMM,0.6618181818181819,167
Banknote,7,DT,0.9818181818181818,0.6618181818181819,Imitate,0.6436363636363637,241
Banknote,7,DT,0.9818181818181818,0.6618181818181819,Mimic (ours),0.64,157
Banknote,7,SVM,0.9927272727272727,0.7236363636363636,GMM,0.7090909090909091,167
Banknote,7,SVM,0.9927272727272727,0.7236363636363636,Imitate,0.7345454545454545,241
Banknote,7,SVM,0.9927272727272727,0.7236363636363636,Mimic (ours),0.7236363636363636,157
Banknote,7,RF,0.9927272727272727,0.6872727272727273,GMM,0.68,167
Banknote,7,RF,0.9927272727272727,0.6872727272727273,Imitate,0.6545454545454545,241
Banknote,7,RF,0.9927272727272727,0.6872727272727273,Mimic (ours),0.6763636363636364,157
Banknote,8,DT,0.9745454545454545,0.64,GMM,0.6581818181818182,120
Banknote,8,DT,0.9745454545454545,0.64,Imitate,0.6436363636363637,210
Banknote,8,DT,0.9745454545454545,0.64,Mimic (ours),0.6581818181818182,229
