seed,num_clusters,num_dims,spread,clf,optimal,biased,method,augmented_acc,added_points
9722,1,2,10,RF,0.9986666666666667,0.6353333333333333,GMM,0.7133333333333334,166
9722,1,2,10,RF,0.9986666666666667,0.6353333333333333,Imitate,0.9993333333333333,970
9722,1,2,10,RF,0.9986666666666667,0.6353333333333333,Mimic (ours),0.788,326
8177,1,2,10,DT,0.854,0.6313333333333333,GMM,0.6373333333333333,80
8177,1,2,10,DT,0.854,0.6313333333333333,Imitate,0.7646666666666667,531
8177,1,2,10,DT,0.854,0.6313333333333333,Mimic (ours),0.6706666666666666,368
8177,1,2,10,SVM,0.8973333333333333,0.7126666666666667,GMM,0.7266666666666667,80
8177,1,2,10,SVM,0.8973333333333333,0.7126666666666667,Imitate,0.8486666666666667,531
8177,1,2,10,SVM,0.8973333333333333,0.7126666666666667,Mimic (ours),0.738,368
8177,1,2,10,RF,0.8806666666666667,0.6566666666666666,GMM,0.662,80
8177,1,2,10,RF,0.8806666666666667,0.6566666666666666,Imitate,0.8046666666666666,531
8177,1,2,10,RF,0.8806666666666667,0.6566666666666666,Mimic (ours),0.686,368
9493,1,2,50,DT,0.926,0.8026666666666666,GMM,0.8373333333333334,255
9493,1,2,50,DT,0.926,0.8026666666666666,Imitate,0.896,894
9493,1,2,50,DT,0.926,0.8026666666666666,Mimic (ours),0.8586666666666667,162
9493,1,2,50,SVM,0.9446666666666667,0.8146666666666667,GMM,0.8613333333333333,255
9493,1,2,50,SVM,0.9446666666666667,0.8146666666666667,Imitate,0.9113333333333333,894
9493,1,2,50,SVM,0.9446666666666667,0.8146666666666667,Mimic (ours),0.8706666666666667,162
9493,1,2,50,RF,0.94,0.7946666666666666,GMM,0.8413333333333334,255
9493,1,2,50,RF,0.94,0.7946666666666666,Imitate,0.908,894
9493,1,2,50,RF,0.94,0.7946666666666666,Mimic (ours),0.856,162
5855,1,2,50,DT,0.9086666666666666,0.6373333333333333,GMM,0.6653333333333333,221
5855,1,2,50,DT,0.9086666666666666,0.6373333333333333,Imitate,0.8893333333333333,501
5855,1,2,50,DT,0.9086666666666666,0.6373333333333333,Mimic (ours),0.8893333333333333,392
5855,1,2,50,SVM,0.9106666666666666,0.694,GMM,0.7326666666666667,221
5855,1,2,50,SVM,0.9106666666666666,0.694,Imitate,0.87,501
5855,1,2,50,SVM,0.9106666666666666,0.694,Mimic (ours),0.8526666666666667,392
5855,1,2,50,RF,0.9333333333333333,0.6506666666666666,GMM,0.7033333333333334,221
5855,1,2,50,RF,0.9333333333333333,0.6506666666666666,Imitate,0.92,501
5855,1,2,50,RF,0.9333333333333333,0.6506666666666666,Mimic (ours),0.9106666666666666,392
4588,1,2,50,DT,0.9646666666666667,0.828,GMM,0.852,269
4588,1,2,50,DT,0.9646666666666667,0.828,Imitate,0.978,529
4588,1,2,50,DT,0.9646666666666667,0.828,Mimic (ours),0.8586666666666667,302
4588,1,2,50,SVM,0.9806666666666667,0.846,GMM,0.8713333333333333,269
4588,1,2,50,SVM,0.9806666666666667,0.846,Imitate,0.9593333333333334,529
4588,1,2,50,SVM,0.9806666666666667,0.846,Mimic (ours),0.8646666666666667,302
4588,1,2,50,RF,0.9753333333333334,0.8293333333333334,GMM,0.856,269
4588,1,2,50,RF,0.9753333333333334,0.8293333333333334,Imitate,0.978,529
4588,1,2,50,RF,0.9753333333333334,0.8293333333333334,Mimic (ours),0.8593333333333333,302
7350,1,2,50,DT,0.9806666666666667,0.844,GMM,0.844,66
7350,1,2,50,DT,0.9806666666666667,0.844,Imitate,0.9513333333333334,725
7350,1,2,50,DT,0.9806666666666667,0.844,Mimic (ours),0.844,211
7350,1,2,50,SVM,0.9853333333333333,0.8733333333333333,GMM,0.884,66
7350,1,2,50,SVM,0.9853333333333333,0.8733333333333333,Imitate,0.9686666666666667,725
7350,1,2,50,SVM,0.9853333333333333,0.8733333333333333,Mimic (ours),0.8733333333333333,211
7350,1,2,50,RF,0.9853333333333333,0.836,GMM,0.844,66
7350,1,2,50,RF,0.9853333333333333,0.836,Imitate,0.964,725
7350,1,2,50,RF,0.9853333333333333,0.836,Mimic (ours),0.842,211
8239,1,2,100,DT,0.7086666666666667,0.37333333333333335,GMM,0.546,271
8239,1,2,100,DT,0.7086666666666667,0.37333333333333335,Imitate,0.6333333333333333,790
8239,1,2,100,DT,0.7086666666666667,0.37333333333333335,Mimic (ours),0.4513333333333333,176
8239,1,2,100,SVM,0.7726666666666666,0.55,GMM,0.6033333333333334,271
8239,1,2,100,SVM,0.7726666666666666,0.55,Imitate,0.752,790
8239,1,2,100,SVM,0.7726666666666666,0.55,Mimic (ours),0.5226666666666666,176
8239,1,2,100,RF,0.7673333333333333,0.37933333333333336,GMM,0.568,271
8239,1,2,100,RF,0.7673333333333333,0.37933333333333336,Imitate,0.6966666666666667,790
8239,1,2,100,RF,0.7673333333333333,0.37933333333333336,Mimic (ours),0.4746666666666667,176
8670,1,2,100,DT,0.992,0.876,GMM,0.864,99
8670,1,2,100,DT,0.992,0.876,Imitate,0.9593333333333334,612
8670,1,2,100,DT,0.992,0.876,Mimic (ours),0.894,343
8670,1,2,100,SVM,0.9953333333333333,0.8913333333333333,GMM,0.912,99
8670,1,2,100,SVM,0.9953333333333333,0.8913333333333333,Imitate,0.9886666666666667,612
8670,1,2,100,SVM,0.9953333333333333,0.8913333333333333,Mimic (ours),0.884,343
8670,1,2,100,RF,0.994,0.8853333333333333,GMM,0.8753333333333333,99
8670,1,2,100,RF,0.994,0.8853333333333333,Imitate,0.9646666666666667,612
8670,1,2,100,RF,0.994,0.8853333333333333,Mimic (ours),0.8953333333333333,343
6203,1,2,100,DT,0.9006666666666666,0.7346666666666667,GMM,0.7833333333333333,305
6203,1,2,100,DT,0.9006666666666666,0.7346666666666667,Imitate,0.8506666666666667,634
6203,1,2,100,DT,0.9006666666666666,0.7346666666666667,Mimic (ours),0.852,537
6203,1,2,100,SVM,0.9273333333333333,0.788,GMM,0.8006666666666666,305
6203,1,2,100,SVM,0.9273333333333333,0.788,Imitate,0.8873333333333333,634
6203,1,2,100,SVM,0.9273333333333333,0.788,Mimic (ours),0.8946666666666667,537
6203,1,2,100,RF,0.9206666666666666,0.7473333333333333,GMM,0.7946666666666666,305
6203,1,2,100,RF,0.9206666666666666,0.7473333333333333,Imitate,0.8673333333333333,634
6203,1,2,100,RF,0.9206666666666666,0.7473333333333333,Mimic (ours),0.8693333333333333,537
5058,1,2,100,DT,0.9813333333333333,0.8133333333333334,GMM,0.9873333333333333,262
5058,1,2,100,DT,0.9813333333333333,0.8133333333333334,Imitate,0.9813333333333333,933
5058,1,2,100,DT,0.9813333333333333,0.8133333333333334,Mimic (ours),0.812,399
5058,1,2,100,SVM,0.912,0.784,GMM,0.8753333333333333,262
5058,1,2,100,SVM,0.912,0.784,Imitate,0.9146666666666666,933
5058,1,2,100,SVM,0.912,0.784,Mimic (ours),0.79,399
5058,1,2,100,RF,0.99,0.75,GMM,0.8706666666666667,262
5058,1,2,100,RF,0.99,0.75,Imitate,0.99,933
5058,1,2,100,RF,0.99,0.75,Mimic (ours),0.7606666666666667,399
9324,1,2,100,DT,0.9986666666666667,0.85,GMM,0.878,329
9324,1,2,100,DT,0.9986666666666667,0.85,Imitate,0.998,447
9324,1,2,100,DT,0.9986666666666667,0.85,Mimic (ours),0.8653333333333333,280
9324,1,2,100,SVM,1.0,0.8493333333333334,GMM,0.902,329
9324,1,2,100,SVM,1.0,0.8493333333333334,Imitate,1.0,447
9324,1,2,100,SVM,1.0,0.8493333333333334,Mimic (ours),0.872,280
9324,1,2,100,RF,1.0,0.85,GMM,0.878,329
9324,1,2,100,RF,1.0,0.85,Imitate,0.9986666666666667,447
9324,1,2,100,RF,1.0,0.85,Mimic (ours),0.8653333333333333,280
2824,1,2,150,DT,0.9953333333333333,0.9653333333333334,GMM,0.9673333333333334,70
2824,1,2,150,DT,0.9953333333333333,0.9653333333333334,Imitate,0.9733333333333334,646
2824,1,2,150,DT,0.9953333333333333,0.9653333333333334,Mimic (ours),0.9706666666666667,289
2824,1,2,150,SVM,0.9953333333333333,0.882,GMM,0.8833333333333333,70
2824,1,2,150,SVM,0.9953333333333333,0.882,Imitate,0.9846666666666667,646
2824,1,2,150,SVM,0.9953333333333333,0.882,Mimic (ours),0.9486666666666667,289
2824,1,2,150,RF,0.996,0.8293333333333334,GMM,0.9653333333333334,70
2824,1,2,150,RF,0.996,0.8293333333333334,Imitate,0.9746666666666667,646
2824,1,2,150,RF,0.996,0.8293333333333334,Mimic (ours),0.97,289
3238,1,2,150,DT,0.99,0.7973333333333333,GMM,0.8046666666666666,170
3238,1,2,150,DT,0.99,0.7973333333333333,Imitate,0.9426666666666667,651
3238,1,2,150,DT,0.99,0.7973333333333333,Mimic (ours),0.842,331
3238,1,2,150,SVM,0.994,0.942,GMM,0.9433333333333334,170
3238,1,2,150,SVM,0.994,0.942,Imitate,0.9906666666666667,651
3238,1,2,150,SVM,0.994,0.942,Mimic (ours),0.9573333333333334,331
3238,1,2,150,RF,0.9966666666666667,0.8053333333333333,GMM,0.864,170
3238,1,2,150,RF,0.9966666666666667,0.8053333333333333,Imitate,0.9613333333333334,651
3238,1,2,150,RF,0.9966666666666667,0.8053333333333333,Mimic (ours),0.862,331
4160,1,2,150,DT,0.972,0.7913333333333333,GMM,0.81,101
4160,1,2,150,DT,0.972,0.7913333333333333,Imitate,0.8933333333333333,776
4160,1,2,150,DT,0.972,0.7913333333333333,Mimic (ours),0.8313333333333334,607
4160,1,2,150,SVM,0.968,0.82,GMM,0.8226666666666667,101
4160,1,2,150,SVM,0.968,0.82,Imitate,0.858,776
4160,1,2,150,SVM,0.968,0.82,Mimic (ours),0.8386666666666667,607
4160,1,2,150,RF,0.982,0.8133333333333334,GMM,0.8226666666666667,101
4160,1,2,150,RF,0.982,0.8133333333333334,Imitate,0.8973333333333333,776
4160,1,2,150,RF,0.982,0.8133333333333334,Mimic (ours),0.8286666666666667,607
9931,1,2,150,DT,0.966,0.732,GMM,0.77,251
9931,1,2,150,DT,0.966,0.732,Imitate,0.8926666666666667,656
9931,1,2,150,DT,0.966,0.732,Mimic (ours),0.7433333333333333,481
9931,1,2,150,SVM,0.8933333333333333,0.762,GMM,0.7653333333333333,251
9931,1,2,150,SVM,0.8933333333333333,0.762,Imitate,0.8306666666666667,656
9931,1,2,150,SVM,0.8933333333333333,0.762,Mimic (ours),0.7646666666666667,481
9931,1,2,150,RF,0.9753333333333334,0.724,GMM,0.7493333333333333,251
9931,1,2,150,RF,0.9753333333333334,0.724,Imitate,0.896,656
9931,1,2,150,RF,0.9753333333333334,0.724,Mimic (ours),0.7473333333333333,481
6290,1,2,200,DT,0.9973333333333333,0.9206666666666666,GMM,0.8926666666666667,226
6290,1,2,200,DT,0.9973333333333333,0.9206666666666666,Imitate,0.982,793
6290,1,2,200,DT,0.9973333333333333,0.9206666666666666,Mimic (ours),0.92,553
6290,1,2,200,SVM,0.9753333333333334,0.9606666666666667,GMM,0.9766666666666667,226
6290,1,2,200,SVM,0.9753333333333334,0.9606666666666667,Imitate,0.974,793
6290,1,2,200,SVM,0.9753333333333334,0.9606666666666667,Mimic (ours),0.9733333333333334,553
6290,1,2,200,RF,0.9973333333333333,0.9013333333333333,GMM,0.8966666666666666,226
6290,1,2,200,RF,0.9973333333333333,0.9013333333333333,Imitate,0.982,793
6290,1,2,200,RF,0.9973333333333333,0.9013333333333333,Mimic (ours),0.8986666666666666,553
3967,1,2,200,DT,0.9826666666666667,0.7133333333333334,GMM,0.756,200
3967,1,2,200,DT,0.9826666666666667,0.7133333333333334,Imitate,0.94,528
3967,1,2,200,DT,0.9826666666666667,0.7133333333333334,Mimic (ours),0.7446666666666667,501
3967,1,2,200,SVM,0.944,0.7893333333333333,GMM,0.7886666666666666,200
3967,1,2,200,SVM,0.944,0.7893333333333333,Imitate,0.918,528
3967,1,2,200,SVM,0.944,0.7893333333333333,Mimic (ours),0.8053333333333333,501
3967,1,2,200,RF,0.986,0.7193333333333334,GMM,0.7693333333333333,200
3967,1,2,200,RF,0.986,0.7193333333333334,Imitate,0.94,528
3967,1,2,200,RF,0.986,0.7193333333333334,Mimic (ours),0.7506666666666667,501
5863,1,2,200,DT,0.9926666666666667,0.8073333333333333,GMM,0.8386666666666667,256
5863,1,2,200,DT,0.9926666666666667,0.8073333333333333,Imitate,0.9846666666666667,487
5863,1,2,200,DT,0.9926666666666667,0.8073333333333333,Mimic (ours),0.8073333333333333,190
5863,1,2,200,SVM,0.9113333333333333,0.7846666666666666,GMM,0.7953333333333333,256
5863,1,2,200,SVM,0.9113333333333333,0.7846666666666666,Imitate,0.8393333333333334,487
5863,1,2,200,SVM,0.9113333333333333,0.7846666666666666,Mimic (ours),0.7866666666666666,190
5863,1,2,200,RF,0.9926666666666667,0.7793333333333333,GMM,0.8293333333333334,256
5863,1,2,200,RF,0.9926666666666667,0.7793333333333333,Imitate,0.88,487
5863,1,2,200,RF,0.9926666666666667,0.7793333333333333,Mimic (ours),0.7766666666666666,190
1659,1,2,200,DT,0.9066666666666666,0.812,GMM,0.81,193
1659,1,2,200,DT,0.9066666666666666,0.812,Imitate,0.902,723
1659,1,2,200,DT,0.9066666666666666,0.812,Mimic (ours),0.8993333333333333,686
1659,1,2,200,SVM,0.92,0.8213333333333334,GMM,0.8266666666666667,193
1659,1,2,200,SVM,0.92,0.8213333333333334,Imitate,0.9173333333333333,723
1659,1,2,200,SVM,0.92,0.8213333333333334,Mimic (ours),0.914,686
1659,1,2,200,RF,0.916,0.822,GMM,0.8173333333333334,193
1659,1,2,200,RF,0.916,0.822,Imitate,0.902,723
1659,1,2,200,RF,0.916,0.822,Mimic (ours),0.9093333333333333,686
1659,1,2,200,DT,0.906,0.8086666666666666,GMM,0.8193333333333334,99
1659,1,2,200,DT,0.906,0.8086666666666666,Imitate,0.882,458
1659,1,2,200,DT,0.906,0.8086666666666666,Mimic (ours),0.8086666666666666,213
1659,1,2,200,SVM,0.92,0.8213333333333334,GMM,0.828,99
1659,1,2,200,SVM,0.92,0.8213333333333334,Imitate,0.92,458
1659,1,2,200,SVM,0.92,0.8213333333333334,Mimic (ours),0.8193333333333334,213
1659,1,2,200,RF,0.922,0.8186666666666667,GMM,0.818,99
1659,1,2,200,RF,0.922,0.8186666666666667,Imitate,0.9013333333333333,458
1659,1,2,200,RF,0.922,0.8186666666666667,Mimic (ours),0.8173333333333334,213
9065,2,2,10,DT,0.6093333333333333,0.5033333333333333,GMM,0.5053333333333333,292
9065,2,2,10,DT,0.6093333333333333,0.5033333333333333,Imitate,0.52,785
9065,2,2,10,DT,0.6093333333333333,0.5033333333333333,Mimic (ours),0.544,484
9065,2,2,10,SVM,0.6473333333333333,0.49866666666666665,GMM,0.49533333333333335,292
9065,2,2,10,SVM,0.6473333333333333,0.49866666666666665,Imitate,0.5446666666666666,785
9065,2,2,10,SVM,0.6473333333333333,0.49866666666666665,Mimic (ours),0.5546666666666666,484
9065,2,2,10,RF,0.6573333333333333,0.5173333333333333,GMM,0.5126666666666667,292
9065,2,2,10,RF,0.6573333333333333,0.5173333333333333,Imitate,0.5446666666666666,785
9065,2,2,10,RF,0.6573333333333333,0.5173333333333333,Mimic (ours),0.5693333333333334,484
5815,2,2,10,DT,0.8873333333333333,0.6166666666666667,GMM,0.8713333333333333,291
5815,2,2,10,DT,0.8873333333333333,0.6166666666666667,Imitate,0.6106666666666667,0
5815,2,2,10,DT,0.8873333333333333,0.6166666666666667,Mimic (ours),0.85,217
5815,2,2,10,SVM,0.7546666666666667,0.602,GMM,0.608,291
5815,2,2,10,SVM,0.7546666666666667,0.602,Imitate,0.602,0
5815,2,2,10,SVM,0.7546666666666667,0.602,Mimic (ours),0.6526666666666666,217
5815,2,2,10,RF,0.8946666666666667,0.6153333333333333,GMM,0.8726666666666667,291
5815,2,2,10,RF,0.8946666666666667,0.6153333333333333,Imitate,0.6193333333333333,0
5815,2,2,10,RF,0.8946666666666667,0.6153333333333333,Mimic (ours),0.758,217
8323,2,2,10,DT,0.7446666666666667,0.6306666666666667,GMM,0.6573333333333333,311
8323,2,2,10,DT,0.7446666666666667,0.6306666666666667,Imitate,0.6086666666666667,835
8323,2,2,10,DT,0.7446666666666667,0.6306666666666667,Mimic (ours),0.6393333333333333,279
8323,2,2,10,SVM,0.7693333333333333,0.6093333333333333,GMM,0.6633333333333333,311
8323,2,2,10,SVM,0.7693333333333333,0.6093333333333333,Imitate,0.654,835
8323,2,2,10,SVM,0.7693333333333333,0.6093333333333333,Mimic (ours),0.61,279
8323,2,2,10,RF,0.7873333333333333,0.6346666666666667,GMM,0.6753333333333333,311
8323,2,2,10,RF,0.7873333333333333,0.6346666666666667,Imitate,0.63,835
8323,2,2,10,RF,0.7873333333333333,0.6346666666666667,Mimic (ours),0.6286666666666667,279
8099,2,2,10,DT,0.7613333333333333,0.6766666666666666,GMM,0.7073333333333334,229
8099,2,2,10,DT,0.7613333333333333,0.6766666666666666,Imitate,0.6733333333333333,1282
8099,2,2,10,DT,0.7613333333333333,0.6766666666666666,Mimic (ours),0.6966666666666667,435
8099,2,2,10,SVM,0.776,0.6513333333333333,GMM,0.71,229
8099,2,2,10,SVM,0.776,0.6513333333333333,Imitate,0.6966666666666667,1282
8099,2,2,10,SVM,0.776,0.6513333333333333,Mimic (ours),0.6993333333333334,435
8099,2,2,10,RF,0.7966666666666666,0.6733333333333333,GMM,0.7206666666666667,229
8099,2,2,10,RF,0.7966666666666666,0.6733333333333333,Imitate,0.704,1282
8099,2,2,10,RF,0.7966666666666666,0.6733333333333333,Mimic (ours),0.6526666666666666,435
7243,2,2,10,DT,0.8333333333333334,0.6246666666666667,GMM,0.7346666666666667,169
7243,2,2,10,DT,0.8333333333333334,0.6246666666666667,Imitate,0.7413333333333333,1401
7243,2,2,10,DT,0.8333333333333334,0.6246666666666667,Mimic (ours),0.7186666666666667,255
7243,2,2,10,SVM,0.802,0.6873333333333334,GMM,0.76,169
7243,2,2,10,SVM,0.802,0.6873333333333334,Imitate,0.7726666666666666,1401
7243,2,2,10,SVM,0.802,0.6873333333333334,Mimic (ours),0.7366666666666667,255
7243,2,2,10,RF,0.8753333333333333,0.642,GMM,0.7446666666666667,169
7243,2,2,10,RF,0.8753333333333333,0.642,Imitate,0.756,1401
7243,2,2,10,RF,0.8753333333333333,0.642,Mimic (ours),0.688,255
4493,2,2,50,DT,0.8066666666666666,0.7146666666666667,GMM,0.7306666666666667,109
4493,2,2,50,DT,0.8066666666666666,0.7146666666666667,Imitate,0.7793333333333333,666
4493,2,2,50,DT,0.8066666666666666,0.7146666666666667,Mimic (ours),0.744,164
4493,2,2,50,SVM,0.8693333333333333,0.712,GMM,0.7346666666666667,109
4493,2,2,50,SVM,0.8693333333333333,0.712,Imitate,0.7993333333333333,666
4493,2,2,50,SVM,0.8693333333333333,0.712,Mimic (ours),0.7346666666666667,164
4493,2,2,50,RF,0.844,0.7426666666666667,GMM,0.756,109
4493,2,2,50,RF,0.844,0.7426666666666667,Imitate,0.792,666
4493,2,2,50,RF,0.844,0.7426666666666667,Mimic (ours),0.7646666666666667,164
7757,2,2,50,DT,0.9413333333333334,0.908,GMM,0.908,166
7757,2,2,50,DT,0.9413333333333334,0.908,Imitate,0.9246666666666666,800
7757,2,2,50,DT,0.9413333333333334,0.908,Mimic (ours),0.9206666666666666,360
7757,2,2,50,SVM,0.9586666666666667,0.8333333333333334,GMM,0.8313333333333334,166
7757,2,2,50,SVM,0.9586666666666667,0.8333333333333334,Imitate,0.9193333333333333,800
7757,2,2,50,SVM,0.9586666666666667,0.8333333333333334,Mimic (ours),0.9086666666666666,360
7757,2,2,50,RF,0.952,0.8866666666666667,GMM,0.9226666666666666,166
7757,2,2,50,RF,0.952,0.8866666666666667,Imitate,0.9186666666666666,800
7757,2,2,50,RF,0.952,0.8866666666666667,Mimic (ours),0.9086666666666666,360
9413,2,2,50,DT,0.656,0.5253333333333333,GMM,0.5533333333333333,254
9413,2,2,50,DT,0.656,0.5253333333333333,Imitate,0.516,755
9413,2,2,50,DT,0.656,0.5253333333333333,Mimic (ours),0.5466666666666666,340
9413,2,2,50,SVM,0.6833333333333333,0.558,GMM,0.554,254
9413,2,2,50,SVM,0.6833333333333333,0.558,Imitate,0.49333333333333335,755
9413,2,2,50,SVM,0.6833333333333333,0.558,Mimic (ours),0.5546666666666666,340
9413,2,2,50,RF,0.6753333333333333,0.5486666666666666,GMM,0.556,254
9413,2,2,50,RF,0.6753333333333333,0.5486666666666666,Imitate,0.5266666666666666,755
9413,2,2,50,RF,0.6753333333333333,0.5486666666666666,Mimic (ours),0.5646666666666667,340
4211,2,2,50,DT,0.9606666666666667,0.86,GMM,0.874,167
4211,2,2,50,DT,0.9606666666666667,0.86,Imitate,0.9306666666666666,545
4211,2,2,50,DT,0.9606666666666667,0.86,Mimic (ours),0.8593333333333333,344
4211,2,2,50,SVM,0.9686666666666667,0.866,GMM,0.8613333333333333,167
4211,2,2,50,SVM,0.9686666666666667,0.866,Imitate,0.8786666666666667,545
4211,2,2,50,SVM,0.9686666666666667,0.866,Mimic (ours),0.8073333333333333,344
4211,2,2,50,RF,0.9673333333333334,0.876,GMM,0.878,167
4211,2,2,50,RF,0.9673333333333334,0.876,Imitate,0.962,545
4211,2,2,50,RF,0.9673333333333334,0.876,Mimic (ours),0.8633333333333333,344
8446,2,2,50,DT,0.9546666666666667,0.8406666666666667,GMM,0.8246666666666667,164
8446,2,2,50,DT,0.9546666666666667,0.8406666666666667,Imitate,0.8213333333333334,644
8446,2,2,50,DT,0.9546666666666667,0.8406666666666667,Mimic (ours),0.9293333333333333,536
8446,2,2,50,SVM,0.8873333333333333,0.7713333333333333,GMM,0.7826666666666666,164
8446,2,2,50,SVM,0.8873333333333333,0.7713333333333333,Imitate,0.8166666666666667,644
8446,2,2,50,SVM,0.8873333333333333,0.7713333333333333,Mimic (ours),0.8633333333333333,536
8446,2,2,50,RF,0.9673333333333334,0.8513333333333334,GMM,0.8406666666666667,164
8446,2,2,50,RF,0.9673333333333334,0.8513333333333334,Imitate,0.8393333333333334,644
8446,2,2,50,RF,0.9673333333333334,0.8513333333333334,Mimic (ours),0.9473333333333334,536
6207,2,2,100,DT,0.99,0.8606666666666667,GMM,0.8606666666666667,286
6207,2,2,100,DT,0.99,0.8606666666666667,Imitate,0.8573333333333333,732
6207,2,2,100,DT,0.99,0.8606666666666667,Mimic (ours),0.916,469
6207,2,2,100,SVM,0.984,0.8486666666666667,GMM,0.864,286
6207,2,2,100,SVM,0.984,0.8486666666666667,Imitate,0.8546666666666667,732
6207,2,2,100,SVM,0.984,0.8486666666666667,Mimic (ours),0.9053333333333333,469
6207,2,2,100,RF,0.9873333333333333,0.874,GMM,0.8766666666666667,286
6207,2,2,100,RF,0.9873333333333333,0.874,Imitate,0.86,732
6207,2,2,100,RF,0.9873333333333333,0.874,Mimic (ours),0.9126666666666666,469
8926,2,2,100,DT,0.8426666666666667,0.572,GMM,0.6066666666666667,181
8926,2,2,100,DT,0.8426666666666667,0.572,Imitate,0.6886666666666666,785
8926,2,2,100,DT,0.8426666666666667,0.572,Mimic (ours),0.6753333333333333,431
8926,2,2,100,SVM,0.88,0.644,GMM,0.7186666666666667,181
8926,2,2,100,SVM,0.88,0.644,Imitate,0.7486666666666667,785
8926,2,2,100,SVM,0.88,0.644,Mimic (ours),0.71,431
8926,2,2,100,RF,0.8693333333333333,0.5733333333333334,GMM,0.6146666666666667,181
8926,2,2,100,RF,0.8693333333333333,0.5733333333333334,Imitate,0.7013333333333334,785
8926,2,2,100,RF,0.8693333333333333,0.5733333333333334,Mimic (ours),0.6786666666666666,431
9078,2,2,100,DT,0.9046666666666666,0.6253333333333333,GMM,0.776,305
9078,2,2,100,DT,0.9046666666666666,0.6253333333333333,Imitate,0.8106666666666666,882
9078,2,2,100,DT,0.9046666666666666,0.6253333333333333,Mimic (ours),0.874,324
9078,2,2,100,SVM,0.9346666666666666,0.7906666666666666,GMM,0.8126666666666666,305
9078,2,2,100,SVM,0.9346666666666666,0.7906666666666666,Imitate,0.824,882
9078,2,2,100,SVM,0.9346666666666666,0.7906666666666666,Mimic (ours),0.8926666666666667,324
9078,2,2,100,RF,0.92,0.7173333333333334,GMM,0.7946666666666666,305
9078,2,2,100,RF,0.92,0.7173333333333334,Imitate,0.818,882
9078,2,2,100,RF,0.92,0.7173333333333334,Mimic (ours),0.8753333333333333,324
3062,2,2,100,DT,0.9866666666666667,0.688,GMM,0.8626666666666667,217
3062,2,2,100,DT,0.9866666666666667,0.688,Imitate,0.8413333333333334,983
3062,2,2,100,DT,0.9866666666666667,0.688,Mimic (ours),0.93,200
3062,2,2,100,SVM,0.988,0.8573333333333333,GMM,0.8786666666666667,217
3062,2,2,100,SVM,0.988,0.8573333333333333,Imitate,0.844,983
3062,2,2,100,SVM,0.988,0.8573333333333333,Mimic (ours),0.918,200
3062,2,2,100,RF,0.9853333333333333,0.7046666666666667,GMM,0.9,217
3062,2,2,100,RF,0.9853333333333333,0.7046666666666667,Imitate,0.8353333333333334,983
3062,2,2,100,RF,0.9853333333333333,0.7046666666666667,Mimic (ours),0.9226666666666666,200
8578,2,2,100,DT,0.7766666666666666,0.6053333333333333,GMM,0.7206666666666667,246
8578,2,2,100,DT,0.7766666666666666,0.6053333333333333,Imitate,0.7093333333333334,117
8578,2,2,100,DT,0.7766666666666666,0.6053333333333333,Mimic (ours),0.69,355
8578,2,2,100,SVM,0.79,0.632,GMM,0.6886666666666666,246
8578,2,2,100,SVM,0.79,0.632,Imitate,0.6913333333333334,117
